20185024884,7,BURGLARY OF VEHICLE,Theft,2-Jul-18,3908 W BRAKER LN,30.397398685219777,-97.73467542951481,N,2-Jul-18,A,78759,17.54
20183130869,9,BURGLARY OF RESIDENCE,Burglary,9-Nov-18,1407 E 34TH ST,30.290180028570493,-97.71743412657766,N,15-Jan-19,C,78722,4.01
20182550634,9,BURGLARY OF RESIDENCE,Burglary,12-Sep-18,802 LEONARD ST,30.290173339002248,-97.73047901037093,N,13-Sep-18,B,78705,4.01
20185042764,3,BURGLARY OF VEHICLE,Theft,25-Oct-18,3005 STOCK DR,30.22428293309575,-97.73927295868322,N,29-Oct-18,H,78741,23.07
20182960747,9,AUTO THEFT,Auto Theft,23-Oct-18,1100 W 22ND HALF ST,30.286719927056154,-97.74969474260466,,,B,78705,6.04
20188003539,5,THEFT,Theft,10-Sep-18,1530 BARTON SPRINGS RD,30.262090764184755,-97.76118315365103,N,12-Sep-18,D,78704,13.03
20185049847,7,THEFT,Theft,11-Dec-18,1840 MONTANA SKY DR,30.427577842920126,-97.68339841292831,N,28-Dec-18,A,78727,18.47
20185046602,6,BURGLARY OF VEHICLE,Theft,19-Nov-18,11301 LAKELINE BLVD,30.479425907982044,-97.79937284820129,N,23-Nov-18,A,78717,203.11
20182980717,2,BURG NON RESIDENCE SHEDS,Burglary,25-Oct-18,7616 BARKDALE CT,30.17302610109629,-97.76291118019566,N,26-Oct-18,F,78744,24.3
20183311005,4,THEFT BY SHOPLIFTING,Theft,27-Nov-18,8339 RESEARCH BLVD NB,30.357179675010016,-97.71517936464116,N,28-Nov-18,E,78758,18.05
20183390387,4,THEFT FROM PERSON,Theft,5-Dec-18,1029 REINLI ST,30.31729642596934,-97.70535932093145,N,12-Dec-18,I,78723,21.05
20185050708,1,BURGLARY OF VEHICLE,Theft,17-Dec-18,5904 SANDSHOF DR,30.29321547020865,-97.64849359289839,N,3-Jan-19,C,78724,22.08
20185041914,7,THEFT,Theft,19-Oct-18,1001 E PARMER LN,30.399320200960563,-97.65531131266422,N,22-Oct-18,E,78753,18.39
20182290988,7,AUTO THEFT,Auto Theft,17-Aug-18,3400 STECK AVE,30.367231189433753,-97.73976386284714,N,21-Aug-18,B,78757,18.17
20182441353,4,BURGLARY OF RESIDENCE,Burglary,1-Sep-18,7506 MEADOWVIEW LN,30.340198032622972,-97.71109948606326,C,11-Dec-18,I,78752,18.04
20182170942,1,THEFT,Theft,5-Aug-18,2525 E ANDERSON LN EB,30.326385008940893,-97.67487491192918,N,6-Aug-18,I,78752,18.11
20185045821,7,THEFT,Theft,14-Nov-18,1801 WOOTEN PARK DR,30.35370084434969,-97.72437558525547,N,15-Nov-18,I,78757,18.18
20182770952,2,THEFT,Theft,4-Oct-18,2104 WAGON CROSSING PATH,30.19348037147068,-97.75731078826456,N,14-Nov-18,F,78744,24.12
20185027034,1,RAPE,Rape,17-Jul-18,,,,N,17-Jul-18,C,78721,21.1
20183161667,5,AUTO THEFT,Auto Theft,12-Nov-18,2048 W STASSNEY LN,30.217128770029216,-97.79871984757672,,,D,78745,17.12
20185043681,4,BURGLARY OF VEHICLE,Theft,31-Oct-18,1620 RUTLAND DR,30.372547434056788,-97.71147915034346,N,1-Nov-18,E,78758,18.21
20183501020,9,BURGLARY OF RESIDENCE,Burglary,16-Dec-18,414 CROCKETT ST,30.24479130389665,-97.75626193328199,N,17-Jan-19,D,78704,13.05
20185039409,7,THEFT BY SHOPLIFTING,Theft,3-Oct-18,2525 W ANDERSON LN,30.35547110954586,-97.73353747307824,N,4-Oct-18,B,78757,15.01
